"Rank","Season","Player","Team","Att","Points Earned","PE Per Play","Points Above Avg","PAA Per Play","EPA","EPA/A","Positive%","PAR","WAR","Boom%","Bust%"
"[object Object]","2025","Jake Browning","Bengals","9","1.00","0.111","0.28","0.031","3.93","0.44","66.7%","0.6","0.0","22.2%","0.0%"
"[object Object]","2025","Ronnie Rivers","Rams","9","0.82","0.091","0.54","0.060","0.52","0.06","77.8%","0.8","0.0","0.0%","0.0%"
"[object Object]","2025","Emari Demercado","Cardinals","44","0.67","0.015","-0.77","-0.017","-4.68","-0.11","40.9%","0.7","0.0","6.8%","11.4%"
"[object Object]","2025","Kene Nwangwu","Jets","13","0.63","0.049","0.12","0.009","-2.22","-0.17","30.8%","0.5","0.0","7.7%","0.0%"
"[object Object]","2025","Ray Davis","Bills","58","0.62","0.011","-1.15","-0.020","4.24","0.07","56.9%","0.7","0.0","5.2%","3.4%"
"[object Object]","2025","Velus Jones Jr.","Seahawks","4","0.49","0.122","0.34","0.086","1.67","0.42","50.0%","0.5","0.0","25.0%","0.0%"
"[object Object]","2025","A.J. Dillon","Eagles","12","0.44","0.037","0.04","0.003","0.22","0.02","33.3%","0.4","0.0","0.0%","0.0%"
"[object Object]","2025","Keaton Mitchell","Ravens","59","0.31","0.005","-1.86","-0.032","5.69","0.10","49.2%","0.0","0.0","10.2%","0.0%"
"[object Object]","2025","Elijah Moore","Bills","6","0.31","0.051","0.12","0.020","-0.16","-0.03","50.0%","0.3","0.0","0.0%","16.7%"
"[object Object]","2025","DJ Moore","Bears","15","0.26","0.017","-0.19","-0.013","3.04","0.20","60.0%","0.2","0.0","6.7%","6.7%"
